"","id_turma","discente","media_final","descricao","letivo","nome_docente","qtd_discentes","postura_profissional_media","postura_profissional_DP","atuacao_profissional_media","atuacao_profissional_DP","autoavaliacao_aluno_media","autoavaliacao_aluno_DP"
"133",57579588,"f0c96f3d5662fb0014169ec39ff12cd3","5,2","APROVADO POR NOTA",20161,"ATHANASIOS TSOUANAS",31,8.53,2.04,8.14,2.82,8.32,2.43
"136",57579588,"9de5a45b273eed9e848cf6f2f9340909","0","CANCELADO",20161,"ATHANASIOS TSOUANAS",31,8.53,2.04,8.14,2.82,8.32,2.43
"139",57579588,"59c35b8b90d0b49b3ab59ffb2e4ccf45","3","REPROVADO",20161,"ATHANASIOS TSOUANAS",31,8.53,2.04,8.14,2.82,8.32,2.43
"142",57579588,"7f29002f453680dc43655a41b48b7b78","3,6","REPROVADO",20161,"ATHANASIOS TSOUANAS",31,8.53,2.04,8.14,2.82,8.32,2.43
"145",57579588,"c18607f545403e630e94ede7f1bd999d","0,4","REPROVADO",20161,"ATHANASIOS TSOUANAS",31,8.53,2.04,8.14,2.82,8.32,2.43
"148",57575628,"cb75f724561edc0a0a2be38dfe95322c","8,2","APROVADO",20161,"LUIS ALFREDO FERNANDES DE ASSIS",48,9.79,0.55,9.65,0.8,8.47,2.15
"151",57576781,"d5d6be255582a553df43f39681e5e678","5,8","APROVADO POR NOTA",20161,"ANDRE LUIZ DA SILVA SOLINO",27,9.92,0.27,9.4,1.37,9,1.39
"154",57576781,"b9c4d0adc55c78cfa8218eff023f3c47","6,5","APROVADO POR NOTA",20161,"ANDRE LUIZ DA SILVA SOLINO",27,9.92,0.27,9.4,1.37,9,1.39
"157",57576781,"7e5d98443b725abfac558bd2d795f50a","9,8","APROVADO",20161,"ANDRE LUIZ DA SILVA SOLINO",27,9.92,0.27,9.4,1.37,9,1.39
"160",57576781,"9b4c4124fb0f8b7f0aabbecfefe011bd","6,7","APROVADO POR NOTA",20161,"ANDRE LUIZ DA SILVA SOLINO",27,9.92,0.27,9.4,1.37,9,1.39
"163",57576781,"fa1619c9583ee340b04ee8175182fc0f","6,9","APROVADO POR NOTA",20161,"ANDRE LUIZ DA SILVA SOLINO",27,9.92,0.27,9.4,1.37,9,1.39
"166",57576781,"bf826f6b7f8f02ec7913a727a55e9cbc","7,5","APROVADO",20161,"ANDRE LUIZ DA SILVA SOLINO",27,9.92,0.27,9.4,1.37,9,1.39
"172",57576781,"9ec603a1d9e64235ad54f24eb202dbde","4,5","CANCELADO",20161,"ANDRE LUIZ DA SILVA SOLINO",27,9.92,0.27,9.4,1.37,9,1.39
"175",57576781,"25d2bd21cd76c59793f8a006c03cf6b9","8,1","APROVADO",20161,"ANDRE LUIZ DA SILVA SOLINO",27,9.92,0.27,9.4,1.37,9,1.39
"178",57576781,"9efea005259578118f1537281d288a35","6","APROVADO POR NOTA",20161,"ANDRE LUIZ DA SILVA SOLINO",27,9.92,0.27,9.4,1.37,9,1.39
"181",57576781,"c0e9e25e9c66b9a359d6bd6b533a20f9","0","REPROVADO POR MÉDIA E POR FALTAS",20161,"ANDRE LUIZ DA SILVA SOLINO",27,9.92,0.27,9.4,1.37,9,1.39
"184",57576781,"46ca5bcc0383d2734d26bf3bcc201b5a","8,3","APROVADO",20161,"ANDRE LUIZ DA SILVA SOLINO",27,9.92,0.27,9.4,1.37,9,1.39
"187",57576781,"446ad57475db7ff52ad452c4b9d8b3e1","6,2","APROVADO POR NOTA",20161,"ANDRE LUIZ DA SILVA SOLINO",27,9.92,0.27,9.4,1.37,9,1.39
"190",57576781,"24292b4819c3eca27d1e7dfadc935a4b","5,3","REPROVADO POR NOTA",20161,"ANDRE LUIZ DA SILVA SOLINO",27,9.92,0.27,9.4,1.37,9,1.39
"193",57576530,"23c3e6fe2285999433491924f662c872","5","APROVADO POR NOTA",20161,"ANDRE LUIZ DA SILVA SOLINO",37,9.82,0.72,9.6,1.1,8.82,1.53
"196",57576530,"04db5ca11d1ed89498b4eb811dbebe1f","5,7","APROVADO POR NOTA",20161,"ANDRE LUIZ DA SILVA SOLINO",37,9.82,0.72,9.6,1.1,8.82,1.53
"199",57576530,"42c5b3eae4f43a944b61e08156686897","6,5","APROVADO POR NOTA",20161,"ANDRE LUIZ DA SILVA SOLINO",37,9.82,0.72,9.6,1.1,8.82,1.53
"208",57576530,"631223ebc95c49b6bbc8aacf2119f931","7,6","APROVADO",20161,"ANDRE LUIZ DA SILVA SOLINO",37,9.82,0.72,9.6,1.1,8.82,1.53
"211",57576530,"b601007c79bc484e733cc9be2d190b27","5,9","APROVADO POR NOTA",20161,"ANDRE LUIZ DA SILVA SOLINO",37,9.82,0.72,9.6,1.1,8.82,1.53
"214",57576530,"003b4b6c4d6f72b50e076a7d7e66e151","0","CANCELADO",20161,"ANDRE LUIZ DA SILVA SOLINO",37,9.82,0.72,9.6,1.1,8.82,1.53
"217",57576530,"3cf761bdcaa82e7999e3f5c7c22a5863","5","APROVADO POR NOTA",20161,"ANDRE LUIZ DA SILVA SOLINO",37,9.82,0.72,9.6,1.1,8.82,1.53
"220",57576530,"ce24d62ba82263d3f259b3d21aec2c5f","5,2","APROVADO POR NOTA",20161,"ANDRE LUIZ DA SILVA SOLINO",37,9.82,0.72,9.6,1.1,8.82,1.53
"223",57576530,"2ecaa1fe979928f8d6b7dbffe57bd28b","7,4","APROVADO",20161,"ANDRE LUIZ DA SILVA SOLINO",37,9.82,0.72,9.6,1.1,8.82,1.53
"229",57576530,"3b2b067e27cf0281368481fea387d1db","3,8","CANCELADO",20161,"ANDRE LUIZ DA SILVA SOLINO",37,9.82,0.72,9.6,1.1,8.82,1.53
"232",57576530,"bb92d6e13b9adaeac2f01cc81b87814b","1,4","CANCELADO",20161,"ANDRE LUIZ DA SILVA SOLINO",37,9.82,0.72,9.6,1.1,8.82,1.53
"235",57576530,"38d08da2154ffa249889118d73ffdad3","0","REPROVADO POR MÉDIA E POR FALTAS",20161,"ANDRE LUIZ DA SILVA SOLINO",37,9.82,0.72,9.6,1.1,8.82,1.53
"238",57576530,"3055f632db75564995f3ab2b8cde5877","6,1","APROVADO POR NOTA",20161,"ANDRE LUIZ DA SILVA SOLINO",37,9.82,0.72,9.6,1.1,8.82,1.53
"244",57576530,"54a9a3aec18eaf3563ead5becbbdd17d","7,1","APROVADO",20161,"ANDRE LUIZ DA SILVA SOLINO",37,9.82,0.72,9.6,1.1,8.82,1.53
"247",57576530,"a5fde5eeac168994d6e72488c45a619f","0","REPROVADO POR MÉDIA E POR FALTAS",20161,"ANDRE LUIZ DA SILVA SOLINO",37,9.82,0.72,9.6,1.1,8.82,1.53
"250",57576530,"2737d1bf2f063605e3691be1a76f0507","3,6","CANCELADO",20161,"ANDRE LUIZ DA SILVA SOLINO",37,9.82,0.72,9.6,1.1,8.82,1.53
"253",57576530,"5572490df99a9f324a937a350818c526","3,1","REPROVADO",20161,"ANDRE LUIZ DA SILVA SOLINO",37,9.82,0.72,9.6,1.1,8.82,1.53
"256",57576530,"d0bd6488461f69112553e12fd0b6e5e1","0,6","REPROVADO POR MÉDIA E POR FALTAS",20161,"ANDRE LUIZ DA SILVA SOLINO",37,9.82,0.72,9.6,1.1,8.82,1.53
"259",57576530,"05132d452b413479e23a88dbbfd0c6aa","0","REPROVADO POR MÉDIA E POR FALTAS",20161,"ANDRE LUIZ DA SILVA SOLINO",37,9.82,0.72,9.6,1.1,8.82,1.53
"262",57576530,"03efb7383e1236c37226dfebdba1d59a","5,8","APROVADO POR NOTA",20161,"ANDRE LUIZ DA SILVA SOLINO",37,9.82,0.72,9.6,1.1,8.82,1.53
"268",57576530,"b4833094b52ae8154deba9a1ed20e5d2","0","CANCELADO",20161,"ANDRE LUIZ DA SILVA SOLINO",37,9.82,0.72,9.6,1.1,8.82,1.53
"271",57576530,"25d5eca724a3eca9a55b0a9ac7bfb373","5,6","APROVADO POR NOTA",20161,"ANDRE LUIZ DA SILVA SOLINO",37,9.82,0.72,9.6,1.1,8.82,1.53
"274",57576530,"6f98786a9052a37e94305be5bb8acea5","1,5","CANCELADO",20161,"ANDRE LUIZ DA SILVA SOLINO",37,9.82,0.72,9.6,1.1,8.82,1.53
"277",57576530,"ec9d559de18eb6d63602095950bf50f6","1","CANCELADO",20161,"ANDRE LUIZ DA SILVA SOLINO",37,9.82,0.72,9.6,1.1,8.82,1.53
"280",57576530,"8aef61743562ebd18ec4899c66e75972","0","CANCELADO",20161,"ANDRE LUIZ DA SILVA SOLINO",37,9.82,0.72,9.6,1.1,8.82,1.53
"283",57576530,"cf0e988dec6fd00da7979918ad895ea1","0","CANCELADO",20161,"ANDRE LUIZ DA SILVA SOLINO",37,9.82,0.72,9.6,1.1,8.82,1.53
"286",57576530,"8febe540683ba9d2bc877ac4fa7a86be","6,6","APROVADO POR NOTA",20161,"ANDRE LUIZ DA SILVA SOLINO",37,9.82,0.72,9.6,1.1,8.82,1.53
"289",57576530,"17b272aa4248e711cfc5dd8f1c2f486e","5,6","APROVADO POR NOTA",20161,"ANDRE LUIZ DA SILVA SOLINO",37,9.82,0.72,9.6,1.1,8.82,1.53
"292",57576530,"cfbb0a68e5edf620b5bb0def056ecd1c","0","REPROVADO POR MÉDIA E POR FALTAS",20161,"ANDRE LUIZ DA SILVA SOLINO",37,9.82,0.72,9.6,1.1,8.82,1.53
"295",57576544,"06347e568467ce4d324969c9b30d84f1","8,5","APROVADO",20161,"JOAO BATISTA DA COSTA JUNIOR",46,9.4,0.96,8.54,1.72,7.86,2.76
"297",57576544,"ba1a0ca6a16b0e4978d15b318295e9f8","1,5","EXCLUIDA",20161,"JOAO BATISTA DA COSTA JUNIOR",46,9.4,0.96,8.54,1.72,7.86,2.76
"299",57576544,"219a828b09cba8d74404f9921a0368ae","6,1","APROVADO POR NOTA",20161,"JOAO BATISTA DA COSTA JUNIOR",46,9.4,0.96,8.54,1.72,7.86,2.76
"301",57576544,"39c79d0afab0886ebddf5aa2498fd4bc","7,4","APROVADO",20161,"JOAO BATISTA DA COSTA JUNIOR",46,9.4,0.96,8.54,1.72,7.86,2.76
"303",57576544,"d2c147cbc8a3ca5ee5b1e862ce2c8f70","7,9","APROVADO",20161,"JOAO BATISTA DA COSTA JUNIOR",46,9.4,0.96,8.54,1.72,7.86,2.76
"305",57576544,"54eb40f89dfde1d04768aec17415cf6a","7,9","APROVADO",20161,"JOAO BATISTA DA COSTA JUNIOR",46,9.4,0.96,8.54,1.72,7.86,2.76
"307",57576544,"1fc1285081e2a82331d7b1add1bdb3ad","5,9","APROVADO POR NOTA",20161,"JOAO BATISTA DA COSTA JUNIOR",46,9.4,0.96,8.54,1.72,7.86,2.76
"309",57576544,"a16b9522a7e647575025b3b3a34869e3","7,9","APROVADO",20161,"JOAO BATISTA DA COSTA JUNIOR",46,9.4,0.96,8.54,1.72,7.86,2.76
"311",57576544,"a58edd3bb1bc2150e740027385d193e7","7,5","APROVADO",20161,"JOAO BATISTA DA COSTA JUNIOR",46,9.4,0.96,8.54,1.72,7.86,2.76
"313",57576544,"cb05b2fbb31301db165082804f9b30f6","6,2","APROVADO POR NOTA",20161,"JOAO BATISTA DA COSTA JUNIOR",46,9.4,0.96,8.54,1.72,7.86,2.76
"315",57576544,"4bdba155067579d6509a6d2b25e1ee81","7,9","APROVADO",20161,"JOAO BATISTA DA COSTA JUNIOR",46,9.4,0.96,8.54,1.72,7.86,2.76
"317",57576544,"6125a149ebd757a47b4fc969e7729eae","7,1","APROVADO",20161,"JOAO BATISTA DA COSTA JUNIOR",46,9.4,0.96,8.54,1.72,7.86,2.76
"319",57576544,"e151652b575a106ef07dea3d18596d36","0,8","REPROVADO",20161,"JOAO BATISTA DA COSTA JUNIOR",46,9.4,0.96,8.54,1.72,7.86,2.76
"321",57576544,"ee54a811207762505053d2b11cbe789a","7,4","APROVADO",20161,"JOAO BATISTA DA COSTA JUNIOR",46,9.4,0.96,8.54,1.72,7.86,2.76
"323",57576544,"4a38b789099ae536cf07da1ea3c2aae7","8,1","APROVADO",20161,"JOAO BATISTA DA COSTA JUNIOR",46,9.4,0.96,8.54,1.72,7.86,2.76
"325",57576544,"d1510a7cb55769920416f2b6bea6e7e8","6,8","APROVADO POR NOTA",20161,"JOAO BATISTA DA COSTA JUNIOR",46,9.4,0.96,8.54,1.72,7.86,2.76
"327",57576544,"dd5414d5ca8c7781425e6b89ee3aff4c","2,1","REPROVADO",20161,"JOAO BATISTA DA COSTA JUNIOR",46,9.4,0.96,8.54,1.72,7.86,2.76
"329",57576544,"c8565916d5c7afbfb30da086c3e5938e","8,8","APROVADO",20161,"JOAO BATISTA DA COSTA JUNIOR",46,9.4,0.96,8.54,1.72,7.86,2.76
"331",57576544,"74d6c63ad9c2dce0f0dcf8d323727014","7,3","APROVADO",20161,"JOAO BATISTA DA COSTA JUNIOR",46,9.4,0.96,8.54,1.72,7.86,2.76
"333",57576544,"96a166cd53ca036e53e968124eb70752","8,2","APROVADO",20161,"JOAO BATISTA DA COSTA JUNIOR",46,9.4,0.96,8.54,1.72,7.86,2.76
"335",57576544,"9b20e6bd42163c4d71d2880c4b99990e","0,1","REPROVADO",20161,"JOAO BATISTA DA COSTA JUNIOR",46,9.4,0.96,8.54,1.72,7.86,2.76
"337",57576544,"1fe722d1bc5aa2dc413108bb34f1e746","7,4","APROVADO",20161,"JOAO BATISTA DA COSTA JUNIOR",46,9.4,0.96,8.54,1.72,7.86,2.76
"339",57576544,"ff5cc0cc2d780eda214c4b8c32db701a","8,2","APROVADO",20161,"JOAO BATISTA DA COSTA JUNIOR",46,9.4,0.96,8.54,1.72,7.86,2.76
"341",57576544,"446ad57475db7ff52ad452c4b9d8b3e1","7,2","APROVADO",20161,"JOAO BATISTA DA COSTA JUNIOR",46,9.4,0.96,8.54,1.72,7.86,2.76
"343",57576540,"69db400a92fe21640f98a93c0641ea24","7,7","APROVADO",20161,"JOAO BATISTA DA COSTA JUNIOR",51,9.44,0.79,8.55,1.97,7.69,3.29
"345",57576540,"26ea315f34d7ab18e0b0df9bbc6b55c8","8,4","APROVADO",20161,"JOAO BATISTA DA COSTA JUNIOR",51,9.44,0.79,8.55,1.97,7.69,3.29
"347",57576540,"7cbf37a8f1e430869d06815e38e93a64","7,3","APROVADO",20161,"JOAO BATISTA DA COSTA JUNIOR",51,9.44,0.79,8.55,1.97,7.69,3.29
"349",57576540,"90da92d37f29b34f67d33979fb2f46be","8","APROVADO",20161,"JOAO BATISTA DA COSTA JUNIOR",51,9.44,0.79,8.55,1.97,7.69,3.29
"351",57576540,"f66b0ab1d9a2dd976bf6104dd858adaa","7,7","APROVADO",20161,"JOAO BATISTA DA COSTA JUNIOR",51,9.44,0.79,8.55,1.97,7.69,3.29
"353",57576540,"677be912aec2e8d031c1d4483cc42118","8,2","APROVADO",20161,"JOAO BATISTA DA COSTA JUNIOR",51,9.44,0.79,8.55,1.97,7.69,3.29
"355",57576540,"1551549a775b9528d1b669317f427bb7","7,4","APROVADO",20161,"JOAO BATISTA DA COSTA JUNIOR",51,9.44,0.79,8.55,1.97,7.69,3.29
"357",57576540,"11954362748d54c9c128b7f145edf007","6,4","APROVADO POR NOTA",20161,"JOAO BATISTA DA COSTA JUNIOR",51,9.44,0.79,8.55,1.97,7.69,3.29
"359",57576540,"2c59b545c37528a501e71e40e1c7f93f","7,7","APROVADO",20161,"JOAO BATISTA DA COSTA JUNIOR",51,9.44,0.79,8.55,1.97,7.69,3.29
"361",57576540,"8239ac2af0ba81332ab2e96ab7ac0146","7,9","APROVADO",20161,"JOAO BATISTA DA COSTA JUNIOR",51,9.44,0.79,8.55,1.97,7.69,3.29
"363",57576540,"4af3ac531ef67d05d30aa90c0d70cbf1","8,7","APROVADO",20161,"JOAO BATISTA DA COSTA JUNIOR",51,9.44,0.79,8.55,1.97,7.69,3.29
"365",57576540,"76b01289e4fe87eb0efac56d783517df","7,7","APROVADO",20161,"JOAO BATISTA DA COSTA JUNIOR",51,9.44,0.79,8.55,1.97,7.69,3.29
"367",57576540,"046e629ead84e900a6e336638fd66227","5","APROVADO POR NOTA",20161,"JOAO BATISTA DA COSTA JUNIOR",51,9.44,0.79,8.55,1.97,7.69,3.29
"369",57576540,"9302ce24aec959113e7bef41aebb8fec","7,8","CANCELADO",20161,"JOAO BATISTA DA COSTA JUNIOR",51,9.44,0.79,8.55,1.97,7.69,3.29
"371",57576540,"7269ee49a1b5bafb21578c772cbcb66f","6,6","APROVADO POR NOTA",20161,"JOAO BATISTA DA COSTA JUNIOR",51,9.44,0.79,8.55,1.97,7.69,3.29
"373",57576540,"6bb5a5c361124ab7b1b3f8d694b23ebc","8","APROVADO",20161,"JOAO BATISTA DA COSTA JUNIOR",51,9.44,0.79,8.55,1.97,7.69,3.29
"375",57576540,"f36be083dc8d054d998fe0e2f3649b90","4,5","REPROVADO",20161,"JOAO BATISTA DA COSTA JUNIOR",51,9.44,0.79,8.55,1.97,7.69,3.29
"377",57576540,"1c6dfda7bb646bc0567023c2762ffeb3","8,5","APROVADO",20161,"JOAO BATISTA DA COSTA JUNIOR",51,9.44,0.79,8.55,1.97,7.69,3.29
"379",57576540,"004fbc5a36535365cff9387b9fe04028","8,3","APROVADO",20161,"JOAO BATISTA DA COSTA JUNIOR",51,9.44,0.79,8.55,1.97,7.69,3.29
"381",57576533,"2cfdb45d8d6f9d042d6e38a4d2f6f844","6","APROVADO POR NOTA",20161,"ANDRE MAURICIO CUNHA CAMPOS",21,9.4,1.27,8.24,2.06,8.38,2.3
"384",57576533,"80f9d9e023fb9a2d30a678e02184bd23","4,4","REPROVADO",20161,"ANDRE MAURICIO CUNHA CAMPOS",21,9.4,1.27,8.24,2.06,8.38,2.3
"387",57576533,"8488e52d4ca947f5504905cb261636ca","0","REPROVADO POR MÉDIA E POR FALTAS",20161,"ANDRE MAURICIO CUNHA CAMPOS",21,9.4,1.27,8.24,2.06,8.38,2.3
"390",57576533,"130fa18e7cbe30c714f98937cf94abab","0","REPROVADO",20161,"ANDRE MAURICIO CUNHA CAMPOS",21,9.4,1.27,8.24,2.06,8.38,2.3
"393",57576533,"ef4844b428d12b1c63aa07ee218aed63","9,1","APROVADO",20161,"ANDRE MAURICIO CUNHA CAMPOS",21,9.4,1.27,8.24,2.06,8.38,2.3
"396",57576533,"3ed43166a12be54239ce6710538b9ae7","5","APROVADO POR NOTA",20161,"ANDRE MAURICIO CUNHA CAMPOS",21,9.4,1.27,8.24,2.06,8.38,2.3
"399",57576533,"a8e0be6d1f80a287bc04c8b2aad01580","0,1","REPROVADO POR MÉDIA E POR FALTAS",20161,"ANDRE MAURICIO CUNHA CAMPOS",21,9.4,1.27,8.24,2.06,8.38,2.3
"402",57576533,"5776b36ea1f74812bb57b43507e7800c","3,3","REPROVADO POR MÉDIA E POR FALTAS",20161,"ANDRE MAURICIO CUNHA CAMPOS",21,9.4,1.27,8.24,2.06,8.38,2.3
"405",57576533,"713d1e23e527993346b137af29994241","0,1","CANCELADO",20161,"ANDRE MAURICIO CUNHA CAMPOS",21,9.4,1.27,8.24,2.06,8.38,2.3
"408",57576533,"029cd139e1d2b7aea7df5bbc68fa07ff","10","APROVADO",20161,"ANDRE MAURICIO CUNHA CAMPOS",21,9.4,1.27,8.24,2.06,8.38,2.3
"411",57576738,"5d526913182eab50450459372c9caba6","1,3","REPROVADO POR MÉDIA E POR FALTAS",20161,"UMBERTO RIVIECCIO",38,9.78,0.48,6.78,3.16,8.06,2.56
"414",57576738,"d5d6be255582a553df43f39681e5e678","3,8","REPROVADO",20161,"UMBERTO RIVIECCIO",38,9.78,0.48,6.78,3.16,8.06,2.56
"417",57576738,"66895f4defa2e74cb3292694c6f5788a","5,3","APROVADO POR NOTA",20161,"UMBERTO RIVIECCIO",38,9.78,0.48,6.78,3.16,8.06,2.56
"420",57576738,"4b21d448df37156883715a3b1514c26a","6,9","APROVADO POR NOTA",20161,"UMBERTO RIVIECCIO",38,9.78,0.48,6.78,3.16,8.06,2.56
"423",57576738,"031f770bcf375f49e972b2114967fb3b","8","APROVADO",20161,"UMBERTO RIVIECCIO",38,9.78,0.48,6.78,3.16,8.06,2.56
"426",57576738,"4066fec95cab6d5906687d8e1ca67a6e","5,7","APROVADO POR NOTA",20161,"UMBERTO RIVIECCIO",38,9.78,0.48,6.78,3.16,8.06,2.56
"429",57576738,"3e213689423e76e927acdd045152868d","7,3","APROVADO",20161,"UMBERTO RIVIECCIO",38,9.78,0.48,6.78,3.16,8.06,2.56
"432",57576738,"b48992acc8eac3465362de43c402f802","0","REPROVADO POR MÉDIA E POR FALTAS",20161,"UMBERTO RIVIECCIO",38,9.78,0.48,6.78,3.16,8.06,2.56
"435",57576738,"4bcb08b54d1c0c4910c06717777de5c7","0,3","REPROVADO POR MÉDIA E POR FALTAS",20161,"UMBERTO RIVIECCIO",38,9.78,0.48,6.78,3.16,8.06,2.56
"438",57576738,"ba9383174869ca39b0626c17eac4630f","0","REPROVADO POR MÉDIA E POR FALTAS",20161,"UMBERTO RIVIECCIO",38,9.78,0.48,6.78,3.16,8.06,2.56
"441",57576738,"2f3ddd3422eac41c4eab738d4796a813","0,5","REPROVADO POR MÉDIA E POR FALTAS",20161,"UMBERTO RIVIECCIO",38,9.78,0.48,6.78,3.16,8.06,2.56
"444",57576738,"643c9220efb15461041ff2d9323d6794","0","REPROVADO POR MÉDIA E POR FALTAS",20161,"UMBERTO RIVIECCIO",38,9.78,0.48,6.78,3.16,8.06,2.56
"447",57576738,"263337877cb5bbfb246858ae2ca2108e","0,5","REPROVADO",20161,"UMBERTO RIVIECCIO",38,9.78,0.48,6.78,3.16,8.06,2.56
"450",57576738,"cc2b1642f27b7f37cf150338bc979a11","1,2","REPROVADO POR MÉDIA E POR FALTAS",20161,"UMBERTO RIVIECCIO",38,9.78,0.48,6.78,3.16,8.06,2.56
"453",57576738,"9ae9cae416201847b56ffeba05092eb9","0,8","REPROVADO",20161,"UMBERTO RIVIECCIO",38,9.78,0.48,6.78,3.16,8.06,2.56
"456",57576738,"bd86caad99c6c1918116616f865ad2ba","0,3","REPROVADO POR MÉDIA E POR FALTAS",20161,"UMBERTO RIVIECCIO",38,9.78,0.48,6.78,3.16,8.06,2.56
"459",57576738,"e9d6de9abdc370f15315dc188cf3a24f","0,8","REPROVADO",20161,"UMBERTO RIVIECCIO",38,9.78,0.48,6.78,3.16,8.06,2.56
"462",57576738,"24292b4819c3eca27d1e7dfadc935a4b","1,1","REPROVADO POR MÉDIA E POR FALTAS",20161,"UMBERTO RIVIECCIO",38,9.78,0.48,6.78,3.16,8.06,2.56
"465",57576785,"9d8dcee687180154493648b599a313c3","6,7","APROVADO POR NOTA",20161,"EUGENIO PACCELLI AGUIAR FREIRE",26,9.77,0.61,9.47,1.29,8.68,1.75
"468",57576785,"d7065f35adb38527779ae07fc9681831","0","CANCELADO",20161,"EUGENIO PACCELLI AGUIAR FREIRE",26,9.77,0.61,9.47,1.29,8.68,1.75
"471",57576785,"29b10522d4aa554c31df491e96a7c3c1","0","REPROVADO POR MÉDIA E POR FALTAS",20161,"EUGENIO PACCELLI AGUIAR FREIRE",26,9.77,0.61,9.47,1.29,8.68,1.75
"474",57576785,"8463c2535fac97abe4249e39c4daf7d4","6,2","APROVADO POR NOTA",20161,"EUGENIO PACCELLI AGUIAR FREIRE",26,9.77,0.61,9.47,1.29,8.68,1.75
"477",57576785,"c6e6b75a1e8fb3912dc281802313a782","5,6","APROVADO POR NOTA",20161,"EUGENIO PACCELLI AGUIAR FREIRE",26,9.77,0.61,9.47,1.29,8.68,1.75
"480",57576785,"77224df23dc1c8689d7d8f68522925d1","6","APROVADO POR NOTA",20161,"EUGENIO PACCELLI AGUIAR FREIRE",26,9.77,0.61,9.47,1.29,8.68,1.75
"483",57576785,"8a999f8f09332cf012ef4b9a7adb59c3","0","CANCELADO",20161,"EUGENIO PACCELLI AGUIAR FREIRE",26,9.77,0.61,9.47,1.29,8.68,1.75
"486",57576785,"63e97bc77196994b439cb853cea9d42d","6,4","APROVADO POR NOTA",20161,"EUGENIO PACCELLI AGUIAR FREIRE",26,9.77,0.61,9.47,1.29,8.68,1.75
"489",57576785,"145971819a41bdb9c21db58abc80c528","4,5","REPROVADO",20161,"EUGENIO PACCELLI AGUIAR FREIRE",26,9.77,0.61,9.47,1.29,8.68,1.75
"492",57576785,"dc3a33710b86223239beeb2912087c4c","6,5","APROVADO POR NOTA",20161,"EUGENIO PACCELLI AGUIAR FREIRE",26,9.77,0.61,9.47,1.29,8.68,1.75
"495",57576785,"5572490df99a9f324a937a350818c526","5","APROVADO POR NOTA",20161,"EUGENIO PACCELLI AGUIAR FREIRE",26,9.77,0.61,9.47,1.29,8.68,1.75
"498",57576785,"f94fc6035baef2bf3865715534a13d96","0","CANCELADO",20161,"EUGENIO PACCELLI AGUIAR FREIRE",26,9.77,0.61,9.47,1.29,8.68,1.75
"501",57576785,"9de5a45b273eed9e848cf6f2f9340909","0,5","CANCELADO",20161,"EUGENIO PACCELLI AGUIAR FREIRE",26,9.77,0.61,9.47,1.29,8.68,1.75
"504",57576785,"735dfc644d5a0dc7871c530b3dd391df","7","APROVADO",20161,"EUGENIO PACCELLI AGUIAR FREIRE",26,9.77,0.61,9.47,1.29,8.68,1.75
"507",57579942,"b9c4d0adc55c78cfa8218eff023f3c47","6,8","APROVADO POR NOTA",20161,"SILVIO COSTA SAMPAIO",52,9.98,0.15,9.14,1.57,8.68,2.04
"510",57579942,"db139241115f7e0b260b8d698ef1d959","5","APROVADO POR NOTA",20161,"SILVIO COSTA SAMPAIO",52,9.98,0.15,9.14,1.57,8.68,2.04
"513",57579942,"7e5d98443b725abfac558bd2d795f50a","8,7","APROVADO",20161,"SILVIO COSTA SAMPAIO",52,9.98,0.15,9.14,1.57,8.68,2.04
"516",57579942,"5dac5cab88de4928bbc3095150f768ff","2,8","REPROVADO",20161,"SILVIO COSTA SAMPAIO",52,9.98,0.15,9.14,1.57,8.68,2.04
"519",57579942,"876c9810d6f4b25797d73c942f55764e","4,8","CANCELADO",20161,"SILVIO COSTA SAMPAIO",52,9.98,0.15,9.14,1.57,8.68,2.04
"522",57579942,"52cb0901c1ba8d1785ead505c2561fab","7,6","APROVADO",20161,"SILVIO COSTA SAMPAIO",52,9.98,0.15,9.14,1.57,8.68,2.04
"525",57579942,"29b63d2c7c4c63ea63fb33e362c47598","6,7","APROVADO POR NOTA",20161,"SILVIO COSTA SAMPAIO",52,9.98,0.15,9.14,1.57,8.68,2.04
"528",57579942,"33b768c88b5d4806e24f711eac035a6b","6,2","APROVADO POR NOTA",20161,"SILVIO COSTA SAMPAIO",52,9.98,0.15,9.14,1.57,8.68,2.04
"531",57579942,"e582a0fa46fd3cdf8dce61295d611c63","6","APROVADO POR NOTA",20161,"SILVIO COSTA SAMPAIO",52,9.98,0.15,9.14,1.57,8.68,2.04
"534",57579942,"17d4059edcfef88ad182ca2414606179","6,3","APROVADO POR NOTA",20161,"SILVIO COSTA SAMPAIO",52,9.98,0.15,9.14,1.57,8.68,2.04
"537",57579942,"42c5b3eae4f43a944b61e08156686897","2","REPROVADO POR MÉDIA E POR FALTAS",20161,"SILVIO COSTA SAMPAIO",52,9.98,0.15,9.14,1.57,8.68,2.04
"540",57579942,"35e70ecdb4c5bbd5a3bd9762261f1e5a","8,3","APROVADO",20161,"SILVIO COSTA SAMPAIO",52,9.98,0.15,9.14,1.57,8.68,2.04
"543",57579942,"29b10522d4aa554c31df491e96a7c3c1","1,3","REPROVADO POR MÉDIA E POR FALTAS",20161,"SILVIO COSTA SAMPAIO",52,9.98,0.15,9.14,1.57,8.68,2.04
"546",57579942,"b6767ef52542038be9e22037d4c88a2c","7,2","APROVADO",20161,"SILVIO COSTA SAMPAIO",52,9.98,0.15,9.14,1.57,8.68,2.04
